Contract ID,Customer,Annual Premium
G211406,Mahoney LLC,465582.6
G211407,"Villarreal, Wong and Sampson",400549.21
G211408,"Waters, Johnson and Olson",57472.77
G211409,"Adams, Hardy and Hawkins",356286.98
G211410,Marsh-Underwood,132429.02
G211411,Katie Nelson,464885.3
G211412,Johnson LLC,105640.86
G211413,"Taylor, Nichols and Higgins",493599.51
G211414,Rose-Hess,136235.82
G211415,Christina Hicks,219055.05
G211416,Smith LLC,151770.82
G211417,"Clark, Pearson and Abbott",248648.6
G211418,Mercer-Davis,317426.58
G211419,Virginia Jensen,483557.54
G211420,"Porter, Carroll and King",257367.32
G211421,Stephanie Holloway,7799.42
G211422,James-Hahn,197499.1
G211423,Rivera PLC,357529.96
G211424,Mackenzie Morales,459208.05
G211425,Gallagher-Stewart,400180.51
G211426,"Hanna, Burnett and Potter",227778.8
G211427,"Garcia, Griffin and Hamilton",147445.48
G211428,Thomas PLC,108505.16
G211429,Joseph Cummings MD,106845.17
G211430,"Carroll, Hernandez and Martinez",122145.47
G211431,Amanda Cruz,428904.6
G211432,Carey-Garrett,150982.7
G211433,"Hernandez, Vaughn and Hoffman",452567.2
G211434,Moore and Sons,386574.1
G211435,Burke-Ward,455722.06
G211436,Freeman LLC,381983.35
G211437,Melissa Gonzales,158377.43
G211438,"Simon, Rogers and Owens",381572.0
G211439,Nelson and Sons,218751.93
G211440,Perry-Morton,136841.03
G211441,Stanley Ltd,58432.68
G211442,Rachel Smith,404109.63
G211443,Wood-Lopez,301558.42
G211444,Dickerson-Clark,481591.52
G211445,Friedman-Jones,159817.24
G211446,"Howard, Warner and Cummings",108575.6
G211447,Sheila Smith,248568.52
G211448,"Chase, Mills and Cooper",276988.5
G211449,Boyd Inc,46691.01
G211450,Morris-Joseph,55782.39
G211451,Simon PLC,202265.92
G211452,Johnson and Sons,121388.28
G211453,"Jones, Maldonado and Chavez",482928.83
G211454,Emily Stewart,399627.92
G211455,"Frazier, Carroll and Carter",432521.43
G211456,Kelly Cain,172937.07
G211457,Dominguez Ltd,435667.86
G211458,Hall Ltd,63513.63
G211459,"Robertson, Kelly and Webb",67915.19
G211460,White Ltd,91527.74
G211461,Brittany Hopkins,275508.93
G211462,Andrew Mcguire,416408.79
G211463,Potts Group,86132.46
G211464,Jessica Bennett,372471.08
G211465,Troy Mason DDS,78943.01
G211466,Walters-Stevenson,8207.34
G211467,"Walker, White and Rose",338261.47
G211468,Hodges-Martin,251605.66
G211469,"Davidson, Bennett and Snyder",236570.04
G211470,Nicole Owens,184811.6
G211471,Miles-Wallace,298787.56
G211472,"Holt, Romero and Velasquez",156838.1
G211473,Gaines-Petty,265099.39
G211474,Johnson Ltd,115540.44
G211475,"Miller, Mccoy and Garza",132316.92
G211476,Cook and Sons,128022.49
G211477,Schwartz PLC,207574.36
G211478,Julie Cameron,237183.19
G211479,John Williams,40735.84
G211480,Turner-Quinn,237285.91
G211481,Sarah Jones,397310.2
G211482,Underwood-Cook,89790.99
G211483,Love-Soto,489185.37
G211484,Chambers and Sons,112024.52
G211485,Glass Group,474219.93
G211486,Carroll PLC,359539.04
G211487,"Small, Adams and Key",375538.99
G211488,Reed-Roman,433677.94
G211489,James Li,327346.65
G211490,Estes-Williams,363516.32
G211491,Rivas PLC,21305.23
G211492,Stout-May,220744.87
G211493,Bradley LLC,337448.07
G211494,Thompson-Lutz,52314.24
G211495,Eric Taylor,151166.96
G211496,"Mccarthy, Woods and Baker",497403.78
G211497,Craig Carter,403552.79
G211498,Anthony Bray,215234.83
G211499,Holmes-Beasley,169538.4
G211500,Zimmerman-Rice,273795.23
G211501,"Clark, Tanner and Clark",120026.66
G211502,Fitzpatrick Inc,177597.14
G211503,Lopez-Fernandez,204855.95
G211504,Smith-Morris,195254.12
G211505,Amanda Griffin,322118.69
G211506,Williams PLC,188506.3
G211507,Nichols and Sons,181712.12
G211508,Torres Group,458274.91
G211509,James Torres,256644.08
G211510,Brady Ltd,498424.77
G211511,Snyder Group,466064.48
G211512,Richards Ltd,496148.5
G211513,Taylor Riley,211516.93
G211514,"Caldwell, Glenn and Nguyen",115675.45
G211515,Houston and Sons,217338.97
G211516,"Hartman, Stewart and York",14409.12
G211517,"Khan, Yoder and Harris",314337.38
G211518,Whitney-Wilson,372170.74
G211519,"Turner, Fletcher and Burch",19619.86
G211520,Jonathan Navarro,240793.09
G211521,Pearson-Murphy,157703.38
G211522,Danielle Warren,101312.01
G211523,Mcintyre Ltd,408524.03
G211524,Rivera Ltd,60138.2
G211525,Jared White,438773.6
G211526,"Wise, Shepard and Hines",332197.5
G211527,Mccormick-Watts,103014.35
G211528,Daniel Harris,350363.86
G211529,"Mullen, Patel and Graham",23535.93
G211530,Rodriguez and Sons,331675.85
G211531,Douglas Anderson,53136.19
G211532,Victoria Tate,32137.1
G211533,"Quinn, Harris and Wilson",134941.3
G211534,"Zimmerman, Morgan and Fletcher",185985.1
G211535,Douglas-Clayton,113146.47
G211536,Moore-Richards,7592.93
G211537,"Hansen, Smith and Moore",162356.88
G211538,Mark Malone,425780.6
G211539,Kimberly Ramirez,106669.59
G211540,Karen Harvey,464429.57
G211541,Holly Woods,338930.98
G211542,"Barber, Lewis and Lam",434728.37
G211543,Francis LLC,165441.83
G211544,Allen Middleton,144420.54
G211545,Judith Hamilton,489426.04
G211546,Jordan Weiss,373286.29
G211547,Chris Shaffer,196538.91
G211548,Jennifer Sparks,151827.32
G211549,Bell-Spears,245590.56
G211550,Veronica Jones,410639.41
G211551,Caitlin Simpson,240569.82
G211552,Ortiz and Sons,171327.34
G211553,Vickie Taylor,335324.9
G211554,Perez LLC,236653.92
G211555,Kennedy-Salazar,228675.37
G211556,Gomez PLC,32365.6
G211557,Mitchell PLC,348137.53
G211558,"Waters, Castillo and Schwartz",231476.76
G211559,"Faulkner, Coffey and Miller",295915.55
G211560,Li-Brown,184849.58
G211561,"Scott, Anderson and Horton",107791.03
G211562,Mr. Jerry Jones,445956.38
G211563,Mccarthy-Griffin,462622.58
G211564,Vicki Taylor,496555.36
G211565,"Morrison, Moore and Vance",128079.58
G211566,Robinson Group,347162.42
G211567,Thomas Evans,20565.44
G211568,Bailey Ltd,224963.19
G211569,Gonzalez-Gordon,266859.81
G211570,Charles Stewart,401124.99
G211571,Mitchell LLC,390147.88
G211572,Kelly-Wilson,326541.61
G211573,Joseph-Bell,328319.47
G211574,Webb and Sons,86964.5
G211575,Jill Baker,53319.68
G211576,Hampton LLC,153507.57
G211577,Jamie Yoder,200684.83
G211578,Karen Hall,486871.69
G211579,"Gutierrez, May and Miller",102297.69
G211580,Pace Inc,163460.42
G211581,Sanford LLC,61055.17
G211582,Anna Clark,49660.8
G211583,Antonio White,103220.29
G211584,"Singh, Schultz and Brown",443869.14
G211585,Medina-Hansen,221345.26
G211586,Brian King,197245.03
G211587,Robin Guerrero,347559.79
G211588,Raymond Tucker,131451.58
G211589,Hines Group,482631.34
G211590,"Mack, Thornton and Castillo",378298.96
G211591,"Huang, Smith and Hamilton",230473.06
G211592,"Mcintosh, Reyes and Phillips",175993.68
G211593,Wood LLC,74735.2
G211594,Moyer Ltd,115366.05
G211595,Nicole Alexander,224301.8
G211596,Frederick Coleman,234697.36
G211597,Peter Hatfield,384183.25
G211598,"Bennett, Brown and Lane",326516.17
G211599,Melissa Cooper,168668.43
G211600,"Jensen, Hayden and Brown",413430.38
G211601,Hurst Ltd,384997.1
G211602,Jose Rodriguez,134174.88
G211603,"Rice, Allen and Walters",189303.14
G211604,Johnston-Barrera,275539.43
G211605,Scott-Woods,282722.39
G211606,"Cox, Jacobs and Foley",344618.5
G211607,"Dixon, Flores and Parsons",59717.53
G211608,"Mclaughlin, King and Moss",414513.3
G211609,"King, Cunningham and Suarez",387848.1
G211610,Steele PLC,412832.86
G211611,Sanchez-Davenport,314275.28
G211612,"Campos, Brown and Bryan",355241.39
G211613,Hunter LLC,142009.08
G211614,Taylor PLC,434975.56
G211615,Patricia Murray,281519.03
G211616,Nicholas Murillo,118109.98
G211617,Patrick Kline,137228.67
G211618,Nguyen-Hill,166813.78
G211619,Kristen Gonzales,158296.95
G211620,"Armstrong, Myers and Ramirez",299989.7
G211621,"Rodriguez, Park and Wu",198259.59
G211622,Green Inc,26172.9
G211623,Summers-Munoz,299556.14
G211624,Cynthia Martin,266243.8
G211625,"Gibbs, Boyd and Carroll",313939.78
G211626,Matthew Smith,101762.46
G211627,Paige Jordan,347837.57
G211628,Burnett-Cook,289182.94
G211629,"Delgado, Graham and Young",172731.18
G211630,Jordan-Mcgee,250788.44
G211631,Stacey Garrett,76683.76
G211632,Branch-Phillips,480123.02
G211633,Nicole Munoz,377121.19
G211634,Thomas LLC,406164.23
G211635,Parrish-Gordon,361712.57
G211636,"Hudson, Roberson and Carlson",101649.73
G211637,Richardson LLC,273849.76
G211638,Alexis Stephenson,357104.79
G211639,Frey-Morales,444392.48
G211640,"Jackson, Gregory and Sloan",104389.22
G211641,Robert Lee,266621.63
G211642,Serrano-Mckay,393364.52
G211643,Dillon-Mooney,374557.69
G211644,"Holmes, King and White",56883.71
G211645,"Moran, Green and Newman",208939.33
G211646,Morgan Schneider,112104.09
G211647,Lamb-Sawyer,122362.45
G211648,Reynolds-Sullivan,261120.82
G211649,Briggs-Bradford,97164.27
G211650,Smith Group,9112.24
G211651,Lee-Thomas,437628.59
G211652,Brock-Norris,444716.01
G211653,Kevin Gutierrez,486182.33
G211654,Christina Brown,487563.1
G211655,Stark-Miller,356230.18
G211656,Tonya Johnson,22159.91
G211657,Baker-Gonzales,8564.3
G211658,"Marquez, Collier and Jones",465554.18
G211659,Davis Group,306266.25
G211660,Murphy-Randolph,471971.01
G211661,"Williams, Hunt and Robertson",420548.65
G211662,Bridget Valdez,40040.96
G211663,Fox Inc,267947.78
G211664,Green Inc,309993.48
G211665,Karen Cannon,116438.58
G211666,"Nguyen, Perry and Smith",378681.02
G211667,Martin Oconnor,423667.46
G211668,Adam Bailey,3055.37
G211669,Willie Banks,210494.81
G211670,Murphy and Sons,201536.45
G211671,Steven Jenkins,234225.97
G211672,Andrews-Hatfield,359031.22
G211673,"Baker, Morgan and Edwards",482167.98
G211674,"Ruiz, Sanders and Braun",218865.11
G211675,Cunningham-Lewis,463451.34
G211676,Jones-Duncan,408805.59
G211677,Hicks Ltd,339098.52
G211678,Tracy Powers,456240.84
G211679,Arias and Sons,363444.98
G211680,Andrea Griffith,355823.08
G211681,Richardson-Murray,33016.86
G211682,"Santana, Armstrong and Davis",47094.12
G211683,Claire Nunez,438814.3
G211684,Michael Jimenez,186424.54
G211685,Williams-Burns,490837.21
G211686,Whitehead PLC,130010.05
G211687,"Barker, Guerrero and Clark",392928.77
G211688,Long-Lawson,196169.47
G211689,"Cruz, Miller and Daniels",88327.02
G211690,"Ortiz, Le and Ruiz",423429.02
G211691,James Roberts,351213.87
G211692,Wagner-Roberts,36253.88
G211693,Jennifer Martin,55164.21
G211694,Wagner-Moses,25502.95
G211695,"Hernandez, Welch and Douglas",492199.3
G211696,Miller Ltd,295432.02
G211697,Webb-Weaver,282213.36
G211698,Callahan and Sons,185589.24
G211699,Michelle Smith DDS,169806.0
G211700,Howell PLC,419002.13
G211701,Crystal Thompson,91980.04
G211702,Mullins Ltd,165291.47
G211703,"Mora, Wood and Washington",264868.2
G211704,Hall and Sons,139809.04
G211705,Mccoy Ltd,72629.02
G211706,"Warren, Williams and Duran",244171.31
G211707,Ramsey Group,13802.24
G211708,William Lee,435357.62
G211709,Zachary Phillips,149267.43
G211710,Moss-Graham,260150.4
G211711,Rush-Hancock,130826.92
G211712,Bell-Ellis,491166.61
G211713,Eric Jones,258574.11
G211714,"Webb, Curtis and Chang",359472.61
G211715,Mendoza-Benson,58502.46
G211716,Bates-Murray,168487.74
G211717,David Cook,375527.81
G211718,Moreno-Alexander,14599.78
G211719,Martin Ltd,169740.82
G211720,Henderson-Sanders,231158.67
G211721,Barron-Carrillo,174377.79
G211722,Hill-Wright,483453.95
G211723,"Arias, White and Wong",89132.27
G211724,Newton Group,320262.52
G211725,Lisa Vincent,431014.02
G211726,"Cox, Smith and Guzman",153491.21
G211727,Brandi Porter,295506.63
G211728,Powers-Stewart,471283.25
G211729,Yang-Norton,76682.65
G211730,Sandra Ellis,241803.07
G211731,Flores-Gutierrez,369412.51
G211732,"Floyd, Nelson and Shepherd",261008.54
G211733,Dixon LLC,233779.94
G211734,"Moore, Hernandez and Turner",267913.61
G211735,Mclaughlin PLC,462765.02
G211736,Beth Curry,121883.82
G211737,Jeffery Robbins,260406.72
G211738,Carter LLC,258012.45
G211739,"Ball, Brown and Smith",454655.49
G211740,Boyd-Martin,166565.05
G211741,Moses LLC,70260.84
G211742,Henry-Rogers,122590.17
G211743,Rodriguez-Browning,95018.55
G211744,Brown-Mills,146795.88
G211745,Perry-Davis,62769.32
G211746,"Blair, Hernandez and Smith",6679.74
G211747,"Bartlett, Walker and Holland",134961.22
G211748,Erickson-Russell,86319.58
G211749,King-Ross,290086.89
G211750,Donald Mills Jr.,57077.19
G211751,Perez PLC,92423.5
G211752,Pierce-Hendrix,304141.51
G211753,Kimberly Wilson,54309.05
G211754,Hawkins Ltd,148107.29
G211755,Joseph Boyd,90164.74
G211756,"Delgado, Thompson and Smith",272345.45
G211757,Taylor-Green,369062.55
G211758,Joseph Shaw,274464.51
G211759,Carla Rosales,440687.08
G211760,Ryan Holmes Jr.,154994.31
G211761,Elliott Inc,46381.15
G211762,Lindsey Group,466309.87
G211763,"Watson, Hayes and Mckinney",160341.95
G211764,"Sandoval, Brown and Murphy",197097.07
G211765,Sharon Fuller,51986.11
G211766,Garner-Franco,263117.04
G211767,Arnold Group,281276.93
G211768,"Chapman, Fisher and Barry",5831.29
G211769,"Sims, Becker and Parker",437736.74
G211770,"Taylor, Lynch and Garner",175188.72
G211771,Thomas-Roy,215544.82
G211772,"Jones, Turner and Lee",17357.12
G211773,Amber Johnson,482561.68
G211774,Kenneth Terrell,224936.69
G211775,Dawson LLC,70541.44
G211776,"Torres, Berg and Henson",348512.37
G211777,Taylor Lewis,315785.4
G211778,Burnett-Pierce,284826.6
G211779,Cindy Miller,309988.67
G211780,Morales-Green,240839.73
G211781,Mccall LLC,430654.66
G211782,Patterson and Sons,209594.35
G211783,Rios PLC,487792.73
G211784,"Johnson, Sanchez and Brown",449032.64
G211785,Park Ltd,82072.76
G211786,"Schaefer, Krause and Garrett",378138.73
G211787,James Ruiz,23815.58
G211788,Jeffrey Morrow,431192.43
G211789,Rachel Wright,201976.52
G211790,Weaver-Williams,314676.72
G211791,Grant LLC,464680.71
G211792,Clark-Jackson,405658.05
G211793,"Dudley, Smith and Coffey",83139.0
G211794,Kevin Arellano,89328.6
G211795,Navarro and Sons,148180.59
G211796,"Holland, Flores and Hunter",127237.55
G211797,Janet Roberts,439000.25
G211798,Jasmine Navarro,258153.6
G211799,"Hall, Morgan and Smith",277202.21
G211800,Rodriguez PLC,490355.41
G211801,"Taylor, Love and Castaneda",348809.05
G211802,Deborah Walker,338534.33
G211803,Espinoza Ltd,430431.03
G211804,Eric Jones,488520.23
G211805,Branch-Richardson,89384.26
G211806,Nash-Fisher,369729.35
G211807,"Harris, Gonzales and Evans",440984.62
G211808,Reese LLC,215976.14
G211809,Gomez-Hahn,329384.12
G211810,Edwards and Sons,260903.2
G211811,Jones PLC,132940.04
G211812,Crawford Ltd,408993.68
G211813,Day Inc,389070.96
G211814,Brooks-Smith,428681.97
G211815,Bates PLC,95863.49
G211816,Perez PLC,197518.78
G211817,Carrillo-Dodson,359781.47
G211818,"Dominguez, Wallace and Wilcox",348413.71
G211819,Shawn James,38400.33
G211820,"Wilson, Reed and Oneill",205563.09
G211821,"Valentine, Davis and Chavez",297671.91
G211822,Austin Group,486212.77
G211823,Christina Thompson,64483.94
G211824,"Buckley, Strickland and Ford",119107.58
G211825,"Ramirez, Scott and Savage",51855.9
G211826,Owens-Williams,69717.46
G211827,Allison Griffin,23723.97
G211828,Herrera-Smith,315406.69
G211829,Ross-Scott,159893.89
G211830,Joshua Burton,288326.2
G211831,Cohen-Horton,206252.49
G211832,"Carr, Carrillo and Sanchez",69431.69
G211833,Karen Clements,16057.89
G211834,Julia Moore,229361.17
G211835,"Prince, Leon and House",280563.33
G211836,Shannon Herring,278513.69
G211837,Love-Hood,76372.66
G211838,"Daniel, Powell and Humphrey",203909.13
G211839,Levy Inc,53977.77
G211840,Stewart and Sons,378441.3
G211841,Richard Simon,128736.18
G211842,Jessica Walters,87086.85
G211843,"Murphy, Murray and Johnson",275166.32
G211844,Joseph White,212319.42
G211845,Sierra Hammond,360018.7
G211846,Parker PLC,487715.44
G211847,Coleman-Peters,465748.93
G211848,Patricia Allen,481970.3
G211849,Craig Griffin,258334.77
G211850,Li-Daniels,321690.14
G211851,Lucas-Brown,443506.04
G211852,"Deleon, Lopez and Larson",138807.84
G211853,Amanda Conway,103989.98
G211854,Robles and Sons,333134.85
G211855,Morgan Inc,146588.87
G211856,Burke LLC,73722.9
G211857,Peters Ltd,32491.6
G211858,Davila PLC,429152.83
G211859,Cole and Sons,145939.32
G211860,Bauer-Walton,361602.24
G211861,"Fitzgerald, Murray and Tate",88917.57
G211862,Fox-Davis,45277.64
G211863,Gloria Garza,499736.66
G211864,"Lopez, Freeman and Parsons",242079.56
G211865,"Brown, Russo and Fields",239979.64
G211866,Ross Ltd,276865.61
G211867,Moreno Inc,100194.59
G211868,"Butler, Berry and Hernandez",153295.0
G211869,Smith and Sons,107733.1
G211870,Morgan-Castro,355612.3
G211871,Amber Anderson,192924.84
G211872,Thomas Hoffman,314924.21
G211873,Christie Washington,343864.85
G211874,Turner-Daniels,374054.74
G211875,"Allison, Roberts and Rojas",212962.31
G211876,Woods PLC,357759.6
G211877,Roberts-Henderson,59218.73
G211878,"White, Hancock and Robbins",335269.73
G211879,"Harrington, Ryan and Wilson",102249.28
G211880,Young Ltd,296544.76
G211881,"Robles, Cordova and Kelly",338345.7
G211882,"Clark, Graham and Hancock",257395.57
G211883,Wheeler Inc,317306.02
G211884,Deborah Ballard,436658.29
G211885,Bradford PLC,403377.09
G211886,Bobby Warren,195280.26
G211887,"Palmer, Collier and Sanchez",198619.66
G211888,Hunt LLC,233595.76
G211889,Cynthia Carey,486492.23
G211890,Singh LLC,455757.45
G211891,Anthony Thompson,223027.91
G211892,Hudson Ltd,370010.35
G211893,Brown Ltd,494135.99
G211894,"Long, Long and Garcia",347163.93
G211895,Smith-Weaver,319601.3
G211896,Bartlett-Ray,122836.4
G211897,Lauren Fuller,216619.86
G211898,Middleton LLC,95434.22
G211899,Nelson-Kirk,9633.52
G211900,Joann Shields,395943.36
G211901,Meyers-Maddox,208180.43
G211902,"Madden, Davis and Arellano",159214.09
G211903,"Levine, Hunt and Olson",468213.77
G211904,Patterson PLC,263782.76
G211905,Wheeler and Sons,461203.45
G211906,Jared Gray,275749.01
G211907,George and Sons,305041.99
G211908,Murphy Group,270492.06
G211909,Rodriguez-Reeves,129916.51
G211910,Matthews Group,9804.42
G211911,Katherine Giles,349111.56
G211912,Fox-Herman,207427.66
G211913,Garrett Inc,164362.13
G211914,"Lloyd, Griffin and Lara",161543.99
G211915,Ferguson and Sons,143537.51
G211916,Christopher Ellis,199959.9
G211917,Castillo-Blake,400349.74
G211918,Paula Day,51781.22
G211919,Brett Gonzalez,334504.77
G211920,Terry Daniels,478354.36
G211921,"Petersen, Sanders and Meyers",186086.39
G211922,Jonathan Perry,91142.93
G211923,Garcia Ltd,242211.92
G211924,"Kim, Ryan and Campbell",233620.25
G211925,John Booth,303606.5
G211926,"Vaughn, Atkins and Huff",455414.4
G211927,Chavez-Durham,34719.39
G211928,Thompson-Hudson,116349.65
G211929,Roberts-Cameron,96741.38
G211930,"Myers, Walker and Howell",321259.9
G211931,Hall-Richardson,265014.9
G211932,Farrell-Gomez,188190.65
G211933,Deborah Andrews,344707.32
G211934,Barnett-Smith,451632.97
G211935,Anthony Richards,476239.98
G211936,Catherine Dixon,315313.72
G211937,"Duncan, West and Peterson",417780.83
G211938,Douglas Rodriguez,425861.27
G211939,Smith Inc,181397.94
G211940,Amy Stone,429387.0
G211941,Ricky Adams,330609.09
G211942,Donald Sims,371213.47
G211943,Coleman PLC,342144.18
G211944,Cisneros-Jordan,340089.96
G211945,Carter-Colon,19209.8
G211946,Knight Inc,484286.18
G211947,Sean Anderson,88068.22
G211948,Bates Group,222034.69
G211949,Cole Group,472564.82
G211950,"Lopez, Rogers and Wilson",274707.77
G211951,Collier Ltd,257566.51
G211952,Williams-Robinson,180065.73
G211953,"Suarez, Clark and Burke",192257.66
G211954,John Olsen,414340.56
G211955,Kyle Fleming,90042.66
G211956,Franklin Group,254190.34
G211957,Delgado-Davis,137071.18
G211958,Robert Henson,92069.51
G211959,Susan Berg,389935.13
G211960,Gibson-Dorsey,212659.75
G211961,Hodges-Williams,65201.75
G211962,Todd-Parks,159542.84
G211963,Harris Ltd,128442.5
G211964,Michelle Berry,67728.37
G211965,"Eaton, Parker and Bryant",59155.02
G211966,Brandon Davis,140691.57
G211967,"Doyle, Tyler and Brown",139926.99
G211968,"Gomez, Soto and Mcdonald",28637.62
G211969,"Moore, Foley and Anderson",230989.88
