Policy No,Client Name,Premium
L109818,Philip Gonzalez,247760.46
L109819,Amy Skinner,232681.7
L109820,Jerome Walsh,197441.96
L109821,George Robertson,218903.69
L109822,Scott Mcdonald,174480.23
L109823,Andrew Watson,69291.57
L109824,Anthony Jensen,146663.2
L109825,Patricia Cordova,237266.81
L109826,Jonathan Williams,97233.52
L109827,Lorraine Lee,16223.01
L109828,Kyle Owens,211093.15
L109829,Jason Schultz,211735.76
L109830,Isaiah Carter,136844.09
L109831,Kari Campbell,135555.94
L109832,Taylor Baker,81359.69
L109833,Terry Griffin,187368.64
L109834,Candice Harris,185903.52
L109835,Sarah Miller,67237.11
L109836,Andrea Wallace,206613.97
L109837,Amy Reed,36963.34
L109838,Bradley Kane,215200.45
L109839,Jose Fisher II,28542.3
L109840,Abigail Best,81161.63
L109841,Tricia Garza,121477.43
L109842,Jessica Anderson,35165.75
L109843,Christine Brandt,213901.31
L109844,Courtney Bruce,10262.6
L109845,Joseph Moore,227631.79
L109846,Caleb Wright,14331.96
L109847,Eric Koch,86757.46
L109848,Michael Taylor,232050.4
L109849,Amanda Kelly,54075.54
L109850,Paige Tyler,206292.3
L109851,Roy Vazquez,158169.29
L109852,Jason Herrera,217040.14
L109853,Kenneth Owens,151837.09
L109854,Lisa Morgan,46493.8
L109855,Joseph Powell,187707.87
L109856,Shelly Velasquez,52702.91
L109857,Lydia Vazquez,48716.99
L109858,Michael James,159764.02
L109859,Ryan Franklin,247544.89
L109860,Katherine Robertson MD,225223.55
L109861,Julie Taylor,79749.67
L109862,Bethany Moore,104687.18
L109863,Catherine Mejia,68595.03
L109864,Mary Conway,16623.37
L109865,Kevin Collins,182383.26
L109866,Andre Navarro,89222.52
L109867,Stephen Bauer,17019.09
L109868,Sherry Jones,136243.39
L109869,Lisa Morgan,109267.73
L109870,Jesus Rodriguez,148749.68
L109871,William Cox,49586.35
L109872,David Graham,203642.07
L109873,David Cooper,118643.68
L109874,Michael Gray,15322.95
L109875,Dr. Sara Nelson,82122.2
L109876,Jose Williams,215669.35
L109877,Jean Wong,228205.75
L109878,Becky Parker,25662.83
L109879,Becky Carter,60978.22
L109880,Calvin Page,102116.76
L109881,Sonya Buck,39754.85
L109882,Cindy Peterson,227701.52
L109883,Pam Burns,242038.21
L109884,Stephanie Moses,96698.88
L109885,Susan Garcia,15031.64
L109886,Alicia Thomas,131543.49
L109887,Carol Jones,146227.89
L109888,Zachary Castro,11321.56
L109889,Lindsey Murphy,149201.91
L109890,Mark Meyer,14788.46
L109891,Crystal Henderson,158024.09
L109892,Julie Payne,154688.03
L109893,Aaron Gill,45251.76
L109894,Pamela Smith,78652.09
L109895,Heather Hanson,194263.78
L109896,Taylor Hawkins,209303.86
L109897,Maria Carr,172823.66
L109898,John Davis,69933.29
L109899,Andrea Lopez,20895.72
L109900,Patrick Robinson,74957.87
L109901,Cody Ellis,35628.41
L109902,Eric Wood,67696.78
L109903,Glenda Mercer,33093.96
L109904,Lori Ryan,247112.07
L109905,Jill Reed,133436.61
L109906,Allison Jones DDS,229946.42
L109907,Steven Orozco DDS,49749.6
L109908,Douglas King,54223.17
L109909,Richard Mack,151581.76
L109910,John Kelley,204709.7
L109911,Ray Gonzalez,232671.68
L109912,Thomas Garcia,98190.27
L109913,Helen Weaver,137263.08
L109914,Rachel Rush,152693.38
L109915,James Smith,97858.63
L109916,Melissa Tucker,82371.0
L109917,Michael Lopez,72546.14
L109918,Victoria Mejia,29605.28
L109919,Julie Floyd,150685.77
L109920,Kelsey Robertson,55465.92
L109921,Diane Garcia,42237.23
L109922,John James,141542.08
L109923,Heather Johnson,52392.07
L109924,Matthew Butler,98910.2
L109925,Mark Richardson,248810.16
L109926,Amanda Hart,33876.34
L109927,Francisco Elliott Jr.,156845.44
L109928,Edward Watson,39452.69
L109929,Natasha Gonzalez,214363.82
L109930,Richard Baker,179297.48
L109931,Christine Wilson,178152.07
L109932,Daniel Fritz,209170.83
L109933,Alfred Williams,235773.14
L109934,Brian Robertson,190037.21
L109935,Timothy Jackson,181811.82
L109936,Jody Grant,125558.02
L109937,Alvin Thompson,233521.46
L109938,Stephanie Bolton,209257.19
L109939,Kathy Peters,242498.31
L109940,Beth Scott,227932.52
L109941,Kathy Mitchell,89865.08
L109942,Thomas Robinson,83122.13
L109943,Cheryl Taylor,65828.19
L109944,Robert Navarro,50588.05
L109945,Dr. Michelle Erickson,173184.3
L109946,Rebecca Mitchell,27233.4
L109947,Ryan Obrien,9686.67
L109948,Lauren Carter,219009.12
L109949,Anthony Stevens,57107.55
L109950,Angie Chambers,207639.53
L109951,Frank Thomas,19079.34
L109952,Tyler Daniels,42520.72
L109953,Sarah Pearson,61613.54
L109954,Jasmine Tanner,220735.86
L109955,Robert Bryant,114588.5
L109956,Nicholas Russell,55588.7
L109957,Tommy Scott,172280.98
L109958,Phillip Harmon,234350.03
L109959,Jennifer White,173267.11
L109960,Nicholas Townsend,230239.91
L109961,Melissa Liu,246365.63
L109962,Melanie Kemp,77117.52
L109963,Alyssa David,113000.09
L109964,Jessica Gamble,54195.25
L109965,Joe Butler,46304.42
L109966,Kathleen Baker DVM,134301.05
L109967,Lisa Crawford,203360.62
L109968,Ryan Hogan,131784.74
L109969,Jeffrey Powell,77716.25
L109970,Matthew Castro,166270.71
L109971,Victoria Williams,152924.62
L109972,Johnny Huerta,156806.07
L109973,Bailey Morris,248810.84
L109974,Megan Schneider,172557.12
L109975,Ashley Esparza,226378.28
L109976,Daisy Tucker,44403.94
L109977,Deborah Martin,100699.33
L109978,Amanda Barajas,223868.41
L109979,Kristen Mendez,190478.59
L109980,Karen Williams,104255.41
L109981,Jamie Goodman,110194.03
L109982,Johnny Sanders,95414.62
L109983,Mr. Marc Hernandez,174839.43
L109984,Melissa Kim PhD,155288.71
L109985,Lauren Rodriguez,93473.54
L109986,Michael Cook,16760.97
L109987,Clarence Brooks,226555.61
L109988,Theresa Stevens,46383.31
L109989,Martha Palmer,192794.6
L109990,Mark Ramos,187744.24
L109991,Alicia Munoz,36225.91
L109992,Alex Kim,41012.7
L109993,Jeffrey Ramirez,165554.49
L109994,Andrew Hernandez,66582.48
L109995,Dawn Jones,19196.13
L109996,Tracy Hoffman,191570.66
L109997,Monica Watts,35336.59
L109998,Nicholas Wright,225379.33
L109999,Kimberly Sanders,48588.45
L110000,Carol Woods,208008.56
L110001,Elizabeth Figueroa,115717.22
L110002,Timothy Jones,52151.83
L110003,Edward Davis,162874.14
L110004,Joseph Bean,69053.0
L110005,Kelly Perry,8470.49
L110006,Matthew Beard,65964.08
L110007,Jeremy Smith,168989.33
L110008,James Welch,128433.49
L110009,Levi Roy,24181.71
L110010,Robert Morris,29841.23
L110011,Charles Mcdowell,134600.2
L110012,Michael Garner,121949.42
L110013,Shannon Fry,209538.63
L110014,Tommy Lawrence,77361.21
L110015,Henry Scott,244418.25
L110016,Ashley Mckee,204222.22
L110017,Willie Thompson,16422.1
L110018,Julie Gregory,222398.25
L110019,Dale Valdez,55414.5
L110020,Jessica Ward,79353.13
L110021,Laura Gomez,184634.76
L110022,Xavier Clay,159031.19
L110023,Timothy Mitchell,244494.61
L110024,Barbara Waters,128319.66
L110025,Matthew Thomas,25650.59
L110026,Robert Evans,111456.93
L110027,Marc Figueroa,106078.53
L110028,Garrett Dunlap,22281.62
L110029,John Mullen,206251.3
L110030,Deborah Sanders,179954.58
L110031,Reginald Vincent,99511.75
L110032,Gabriel Anderson,56401.95
L110033,Keith Vasquez,147665.36
L110034,Brian Foster,139735.64
L110035,Stephen Owen,222670.62
L110036,Joseph Mcdaniel,7971.22
L110037,Zachary Alvarado,135500.43
L110038,Hannah Martinez,79417.64
L110039,Joseph Patterson,155472.55
L110040,Jodi Foster,217571.72
L110041,Nicole Lewis,179943.13
L110042,Jeffrey Soto,13425.21
L110043,Daniel Sellers,220067.39
L110044,Stephen Brown,199615.47
L110045,Robert Davis,15945.63
L110046,Anita Lopez,187506.31
L110047,Lisa Khan,223916.58
L110048,Darren Edwards,199791.07
L110049,Francisco Hogan,116211.01
L110050,Dana Evans,179481.22
L110051,Monica Hebert,203596.93
L110052,Joy Rogers,41360.41
L110053,Jennifer Chambers,62926.52
L110054,Scott Smith,148254.19
L110055,Kevin Dawson,137793.09
L110056,Diane Carroll,124525.2
L110057,Michael Stephens,233985.37
L110058,Jennifer Pennington,228720.42
L110059,Derek Berger,239848.71
L110060,Phyllis Taylor,156764.85
L110061,Allison Carpenter,143128.11
L110062,Charles Davis,114015.64
L110063,Stacy Schneider,83340.06
L110064,Karen Kim,168976.33
L110065,Brianna Hernandez,123957.07
L110066,Alexander Wood,195785.05
L110067,Walter Benson,102692.61
L110068,Alan Price,89159.73
L110069,Alexander Patel,133366.94
L110070,Clayton Green,32595.1
L110071,Alejandro Cummings,119674.91
L110072,Justin Medina,79127.42
L110073,Martin Howard,247375.01
L110074,Gregory Haynes,186677.87
L110075,Chase Sanders,57880.35
L110076,Vincent Brady,215669.19
L110077,Mr. Jon Parker Jr.,219752.36
L110078,Anthony Mcdowell,9151.43
L110079,Melissa Ashley,232485.84
L110080,Angela Young,213985.03
L110081,Elizabeth Gibson,39439.7
L110082,Donald Cooper,128829.63
L110083,Amber Manning,200759.07
L110084,Nancy Pope,119732.54
L110085,Kimberly Murphy,18522.18
L110086,Julie Hoover,240055.17
L110087,Tiffany Burns,120600.68
L110088,Steve Mckinney,73640.37
L110089,Tony Bennett,26909.0
L110090,Brandon Johnson,224393.31
L110091,Taylor Phillips,21925.56
L110092,Mrs. Jennifer Parker,237423.99
L110093,Michelle Franklin,197955.26
L110094,Luis Bauer,198154.93
L110095,Adrian Henry,159079.08
L110096,Michelle Stanley,249672.96
L110097,Ralph Johnson,238607.56
L110098,Cynthia Johnson,213171.54
L110099,Benjamin Smith,160306.93
L110100,Natalie Bowers,100124.31
L110101,William Hamilton,217360.42
L110102,Austin Bradshaw,117182.61
L110103,Courtney West DVM,75509.24
L110104,Jamie Hood,231165.98
L110105,Daniel Davis,228595.14
L110106,Mr. Steven Jenkins DDS,174892.09
L110107,Robin Bishop,8059.7
L110108,Dillon Knapp,230246.27
L110109,Alexa Patton,105923.27
L110110,Tammy Mack,242376.67
L110111,Jason Brown,17456.13
L110112,Zachary Parker,180264.29
L110113,Kaitlyn Cox MD,96164.23
L110114,Beth Brown,97122.22
L110115,Rebecca Woods,87348.16
L110116,Natalie Foster,121388.6
L110117,Christopher Kim,228357.67
L110118,Sean Smith,17915.57
L110119,Charles Pierce,36159.26
L110120,Kenneth Duffy,187909.42
L110121,Timothy Alexander,185897.88
L110122,Tony Miller,116859.18
L110123,Kelly Drake,231627.42
L110124,Cheryl Klein,214651.29
L110125,Deborah Kaiser,164997.94
L110126,Karen Browning,36600.88
L110127,Tabitha Sellers,191666.0
L110128,Joseph Schultz,161592.52
L110129,Melanie Sims,82167.23
L110130,Rebecca Nichols,121258.8
L110131,Crystal Stevenson,60840.78
L110132,Jane Beltran,231550.95
L110133,Stephen Maynard,193771.36
L110134,Justin Griffin,145667.21
L110135,Ryan Flores,218566.17
L110136,Emily Mooney,245429.64
L110137,Steven Walker,249260.41
L110138,Jesse Montgomery,233566.31
L110139,David Rangel III,152657.27
L110140,Monica Davis,171750.29
L110141,Heidi Hill DDS,16044.37
L110142,Jamie Maldonado,108594.06
L110143,Jonathan Fitzpatrick,141190.19
L110144,Reginald Lee,183504.54
L110145,Brad Boyd,212186.39
L110146,Kyle Carter,241042.8
L110147,Joseph Johnson,170551.4
L110148,Michael Miller,190025.08
L110149,Kenneth Chapman,104095.11
L110150,Toni Allen,203192.99
L110151,Nicole Cross,134064.0
L110152,Ryan Pacheco,84588.58
L110153,Tammy Harris,207744.01
L110154,Ann Webb,237630.83
L110155,Michael Howard,187616.44
L110156,Alexis Wilson,27317.2
L110157,Michael Evans,181769.58
L110158,Amanda Sampson,14118.25
L110159,Jeremy Taylor,14440.84
L110160,Manuel Smith,98877.56
L110161,Joan Wright,63070.76
L110162,Alicia Welch,197946.06
L110163,Lindsey White,28282.87
L110164,John Caldwell,174518.71
L110165,Zachary Chavez,195406.4
L110166,Steven Rodriguez,158201.5
L110167,Kevin Robles,145415.82
L110168,James Nelson,46999.0
L110169,Johnny Tucker,46835.97
L110170,Cynthia Knight,22741.64
L110171,Dr. Cheryl Sanchez DDS,40402.55
L110172,Olivia Armstrong,104814.68
L110173,Lindsey Wade,160322.44
L110174,Nichole Evans,131103.54
L110175,Samantha Kelly,176046.92
L110176,Manuel Russell,214252.6
L110177,William Hardy,95843.11
L110178,Thomas Middleton,12723.62
L110179,Edgar Robinson,55524.55
L110180,Stephen Miller,155111.61
L110181,Samantha Lynch,77186.42
L110182,Edward Richardson,14627.05
L110183,Monica Herring,47225.99
L110184,Andrea Duran,100311.49
L110185,Ryan Sullivan,99626.92
L110186,Kelly Willis,137326.49
L110187,Bryan Odonnell,93281.06
L110188,Gregory Patterson,138577.62
L110189,Robert Reese,222742.88
L110190,Sherri Scott,245876.26
L110191,Thomas Martinez,149298.81
L110192,Rachel Skinner,34523.97
L110193,Samuel Zuniga MD,135059.9
L110194,Joe Gardner,12776.51
L110195,Kathleen Booker,24468.42
L110196,Garrett Brown,200412.93
L110197,Charles Powell,201799.67
L110198,Sylvia Lee,212945.91
L110199,Philip Hunter,205523.5
L110200,Phyllis Wheeler,107167.54
L110201,Dr. Brandon Campos MD,187619.37
L110202,Mark Wallace,212108.9
L110203,Leslie Henry,228819.27
L110204,Carrie Ruiz,149228.75
L110205,Melissa Jones,239178.13
L110206,Jessica Haas,245101.24
L110207,Rachel Cooper,20003.76
L110208,Kristy Williams,145903.65
L110209,Daniel Murphy,161535.14
L110210,Erica Mendoza,249204.27
L110211,Zachary Smith,191457.89
L110212,Kimberly Cole,70630.27
L110213,Adam Weaver MD,43532.35
L110214,Donald Preston,39627.04
L110215,Vanessa Wilson,205142.76
L110216,Michael Ochoa,177339.67
L110217,Jackie Carter,103605.23
L110218,Tina Alvarez,151662.68
L110219,Patricia Jones,194765.3
L110220,Robert Carrillo,129475.62
L110221,Lindsey Clements,40542.99
L110222,Linda Valdez,85568.85
L110223,Samantha Hopkins,209824.19
L110224,Dr. Evelyn Ingram,190924.19
L110225,Ronald Davis,146832.97
L110226,Danielle White,197080.61
L110227,Jennifer Cervantes,121744.69
L110228,Michael Brown,101508.67
L110229,John Cantu,205479.36
L110230,Andrew Sherman,45136.59
L110231,Courtney Ray,226414.14
L110232,Adam Nixon,168271.46
L110233,Shawn Kelly,88573.75
L110234,Robert Hurst,171947.67
L110235,Timothy Bates,163761.74
L110236,Donald Young,157716.85
L110237,William Russell,130766.43
L110238,Eric Stephens,80539.29
L110239,Kathleen Garcia,104979.6
L110240,Mr. Jacob Lewis,205477.68
L110241,Anthony Love,248938.83
L110242,Melanie Murphy,196358.11
L110243,Philip Meadows,195545.34
L110244,Thomas Riley,134202.84
L110245,Randy Douglas,71911.16
L110246,Heather Armstrong,200721.89
L110247,Jonathan Guzman,84612.24
L110248,Brianna Evans,234279.71
L110249,Robert Wiley,44387.22
L110250,Jessica Gonzales,92073.61
L110251,Brandon Powell,236020.52
L110252,Willie Parker,194763.44
L110253,Ashley Khan,92839.52
L110254,Bobby Rodriguez,95100.18
L110255,Christopher Turner,50909.1
L110256,Stephen Greene,169597.29
L110257,Natasha Carson,99846.62
L110258,David Lewis,25292.6
L110259,Randall Saunders,99225.54
L110260,Jorge Duffy,32421.45
L110261,Corey Davis,70412.64
L110262,Steven Morgan,227179.55
L110263,Brian Gonzalez,183900.56
L110264,Rachel Marsh,25115.74
L110265,Joshua Cox,65229.63
L110266,Mark Jones,192432.38
L110267,Katelyn Hebert,64819.36
L110268,Rebecca Reyes,202941.79
L110269,Amy Perez,38071.59
L110270,Rebecca Davis,166929.45
L110271,Patricia Meyer,108125.02
L110272,Terry Mathis,12748.17
L110273,Brian Green,99708.72
L110274,David Ray,46113.07
L110275,Teresa Tucker,140167.27
L110276,Jason Hayes,173435.71
L110277,Derek Craig,113734.88
L110278,Patrick Collins,194239.1
L110279,Jeffrey Rodriguez,118162.62
L110280,Ariel Nicholson,45889.65
L110281,Alicia Rios,201546.81
L110282,Melanie White,124887.0
L110283,Connie Palmer,205448.18
L110284,David Bishop,145633.4
L110285,Ashley Cordova,23556.71
L110286,Patricia Ward,16283.32
L110287,Sharon Russell,215791.5
L110288,Trevor Mercado,208891.9
L110289,Susan Terrell,33539.06
L110290,Sarah Elliott,15448.32
L110291,Darryl Vasquez,195387.3
L110292,Judy Yates,217653.78
L110293,Casey Young,9302.96
L110294,Heather Huerta,216510.77
L110295,Susan Taylor,235515.82
L110296,William Walls,109905.67
L110297,George Lopez,125336.29
L110298,Gabriela Hurst,117416.09
L110299,James Rojas,180382.06
L110300,Raymond Edwards,131292.72
L110301,Jonathan Ritter,222352.12
L110302,Charles Baker,143248.21
L110303,Elizabeth Miller,236280.84
L110304,Gary Clark,33498.07
L110305,Miranda Butler,147313.56
L110306,Monica Sullivan,215663.99
L110307,John Thomas,143523.09
L110308,John Kennedy,43782.69
L110309,Beth Cowan,51606.73
L110310,Marisa Adams,144086.38
L110311,Jared Cannon,57669.83
L110312,Nicole Davenport,188163.23
L110313,Carlos Farrell,99087.06
L110314,Amber Norton,246792.67
L110315,Mario Ortiz,126578.54
L110316,Brandy Pennington,140363.22
L110317,Donald Mayer,30012.82
L110318,Dakota Love,100380.91
L110319,Nancy Ross,192824.08
L110320,Michelle White,215623.04
L110321,Patrick Anderson,154783.95
L110322,Linda Cook,149702.25
L110323,Taylor Moss,89991.72
L110324,Renee Wilson,213023.51
L110325,Stephanie Thompson,214438.13
L110326,Christopher Cannon,204974.98
L110327,Kristen Blair,146605.32
L110328,Joshua Crawford,102445.38
L110329,Philip Cantrell,136904.83
L110330,Jennifer Hurst,239866.3
L110331,Katie Murphy,204409.64
L110332,Mariah Dawson,224088.03
L110333,Charles Brock,119709.57
L110334,Susan Hall,245051.79
L110335,Gabriela Williams,40546.0
L110336,Angel Hill,132963.69
L110337,Susan Ortega,180770.2
L110338,James Mcconnell,8222.15
L110339,Cynthia Thomas,168293.25
L110340,Anthony Pruitt,230679.44
L110341,Michael Lawrence,167302.23
L110342,Rebecca May,84029.6
L110343,Kaitlin Moore,83789.56
L110344,Kelly Andersen,106849.28
L110345,Steven Guzman,32534.39
L110346,Emily Becker,135235.47
L110347,Dr. Lindsey Meyer,75024.39
L110348,Christine Miller,130962.27
L110349,Donna Powell,17798.84
L110350,Brian Williams,58990.54
L110351,Chelsea Spencer,244908.72
L110352,Ralph Gomez,157527.8
L110353,Laura Reed,214134.29
L110354,Michelle Moody,69466.38
L110355,Michelle Mills,65716.49
L110356,Anna Woods MD,213242.34
L110357,Ronald Alvarez,209651.83
L110358,James Cooper PhD,21712.04
L110359,Laurie Carter,148880.38
L110360,Becky Roberts,82705.61
L110361,Christopher Martin,197803.43
L110362,Janet Watson,209857.77
L110363,Jennifer Young,156255.03
L110364,Mr. Joseph Cruz,91688.07
L110365,John Rogers,222750.07
L110366,Spencer Carlson,188812.98
L110367,James Norman,203058.53
L110368,Lisa Parker,89806.93
L110369,Lori Johnson,163468.23
L110370,Samantha Eaton,63211.24
L110371,Donna Davis,131161.76
L110372,Charles Joyce,153190.55
L110373,Heather Ochoa,177066.94
L110374,Christopher Hall,46339.74
L110375,Miss Stephanie Fowler,15615.07
L110376,Samantha Richardson,72698.97
L110377,Lisa Irwin,54861.51
L110378,Courtney Reed,155111.46
L110379,Omar Martin,163049.83
L110380,Melinda Zamora,131443.44
L110381,Jeffrey Morris,101855.01
L110382,Heather Clayton,199731.83
L110383,Christine Jimenez,140536.1
L110384,Lauren Larson,212044.66
L110385,Stacy Roberts,48652.19
L110386,Peter Reyes,49486.94
L110387,Mark Greene,112889.33
L110388,Beverly Ramos,134250.62
L110389,Brittany Bailey,30980.54
L110390,Dennis Sanchez,58641.5
L110391,Morgan Malone,104552.46
L110392,Dr. Aaron Smith,29820.46
L110393,Erin Willis,43752.03
L110394,Stacy Zimmerman,37591.74
L110395,Kenneth Lane,199181.25
L110396,Elizabeth Arnold,61916.4
L110397,Joann Harris,175038.57
L110398,Elizabeth Johnson,150477.68
L110399,Antonio Crawford,246275.84
L110400,Rebecca Williams,122757.2
L110401,Lisa Gregory,135995.03
L110402,Jeremy Bishop,13974.98
L110403,Danielle Mckinney,145394.4
L110404,Matthew Poole,229199.38
L110405,Cynthia Shelton,235785.75
L110406,Carmen Hart,102970.07
L110407,Christopher Pearson,99283.41
L110408,Robert Keith,122604.97
L110409,Cathy Brown,26453.88
L110410,Shelby Hall,231182.02
L110411,Scott Harrison,100626.11
L110412,Michelle Marshall,244509.34
L110413,Dawn Rivera,93139.31
L110414,Norman Mueller,220239.85
L110415,Matthew Ryan,34230.26
L110416,Donald Suarez,245130.9
L110417,Kevin Bailey,50411.92
L110418,Perry Reynolds,70240.02
L110419,George Miles,32808.11
L110420,Chad Ochoa,74646.38
L110421,Erin Robinson,96878.03
L110422,Michael Allen,117245.89
L110423,Heather Henson,65524.02
L110424,Jennifer Walsh,14243.12
L110425,David Porter,174281.26
L110426,Nicole Dorsey,82179.89
L110427,Nicole Burke,55333.59
L110428,Jennifer Wilkerson,22791.27
L110429,Troy Johnson,247922.85
L110430,Jack Nelson DVM,144932.06
L110431,Patrick Smith,168586.87
L110432,Andrew Bauer,158667.06
